bundle,temp_c,vdd_v,band,vctrl_v,fosc_hz,kvco_hz_per_v,kvco_over_f_per_v,isupply_a,inside_v1_band
all-slow,125,3.63,4,1.80,4.05214e+07,1.862733e+07,0.45969,0.000128695,1
all-slow,125,3.63,4,2.10,4.62306e+07,1.928933e+07,0.41724,0.000141255,1
all-slow,125,3.63,4,2.40,5.2095e+07,2.00545e+07,0.38496,0.000154431,1
all-slow,125,3.63,4,2.70,5.82633e+07,2.0561e+07,0.3529,0.000167939,1
all-slow,125,3.63,5,0.90,4.17946e+07,2.720267e+07,0.65087,0.000124548,1
all-slow,125,3.63,5,1.20,4.99554e+07,2.856467e+07,0.5718,0.000141753,1
all-slow,125,3.63,5,1.50,5.89334e+07,3.09505e+07,0.52518,0.000159124,1
all-slow,125,3.63,5,1.80,6.85257e+07,3.279733e+07,0.47861,0.000178406,1
all-slow,125,3.63,5,2.10,7.86118e+07,3.426667e+07,0.4359,0.000198976,1
all-slow,125,3.63,5,2.40,8.90857e+07,3.55625e+07,0.39919,0.000218963,1
all-slow,125,3.63,5,2.70,9.99493e+07,3.6212e+07,0.3623,0.000237899,1
all-slow,125,3.63,6,0.90,7.22525e+07,4.934867e+07,0.683,0.000173685,1
all-slow,125,3.63,6,1.20,8.70571e+07,5.217583e+07,0.59933,0.00019981,1
all-slow,125,3.63,6,1.50,1.03558e+08,5.691483e+07,0.54959,0.000226952,1
all-slow,125,3.63,6,1.80,1.21206e+08,6.028833e+07,0.4974,0.000253895,1
all-slow,125,3.63,6,2.10,1.39731e+08,6.286e+07,0.44986,0.000285449,1
all-slow,125,3.63,6,2.40,1.58922e+08,6.475e+07,0.40743,0.000315007,1
all-slow,125,3.63,6,2.70,1.78581e+08,6.553e+07,0.36695,0.000344677,1
all-slow,125,3.63,7,0.90,1.25319e+08,8.84e+07,0.7054,0.000257387,1
all-slow,125,3.63,7,1.20,1.51839e+08,9.1675e+07,0.60376,0.000296673,1
all-slow,125,3.63,7,1.50,1.80324e+08,9.954667e+07,0.55204,0.000338084,1
all-slow,125,3.63,7,1.80,2.11567e+08,1.043933e+08,0.49343,0.000384968,0
all-slow,125,3.63,7,2.10,2.4296e+08,1.051983e+08,0.43299,0.000429616,0
all-slow,125,3.63,7,2.40,2.74686e+08,1.056767e+08,0.38472,0.000474337,0
all-slow,125,3.63,7,2.70,3.06366e+08,1.056e+08,0.34469,0.00052057,0
ff,-40,2.97,0,0.90,4042050,2874833,0.71123,4.25782e-05,0
ff,-40,2.97,0,1.20,4904500,2930950,0.5976,4.57695e-05,0
ff,-40,2.97,0,1.50,5800620,3016300,0.52,5.07614e-05,0
ff,-40,2.97,0,1.80,6714280,3092217,0.46054,5.5527e-05,0
ff,-40,2.97,0,2.10,7655950,3140417,0.41019,5.95071e-05,0
ff,-40,2.97,0,2.40,8598530,3165067,0.36809,6.54415e-05,0
ff,-40,2.97,0,2.70,9554990,3188200,0.33367,7.02782e-05,0
ff,-40,2.97,1,0.90,6502100,4641733,0.71388,4.87819e-05,0
ff,-40,2.97,1,1.20,7894620,4521133,0.57269,5.47942e-05,0
ff,-40,2.97,1,1.50,9214780,4893133,0.53101,6.13738e-05,0
ff,-40,2.97,1,1.80,1.08305e+07,5257533,0.48544,6.91294e-05,1
ff,-40,2.97,1,2.10,1.23693e+07,5104833,0.4127,7.34481e-05,1
ff,-40,2.97,1,2.40,1.38934e+07,5154000,0.37097,8.10245e-05,1
ff,-40,2.97,1,2.70,1.54617e+07,5227667,0.3381,8.80677e-05,1
ff,-40,2.97,2,0.90,1.09464e+07,7821000,0.71448,5.59262e-05,1
ff,-40,2.97,2,1.20,1.32927e+07,7989167,0.60102,6.31717e-05,1
ff,-40,2.97,2,1.50,1.57399e+07,8319167,0.52854,7.0691e-05,1
ff,-40,2.97,2,1.80,1.82842e+07,8591167,0.46987,7.86098e-05,1
ff,-40,2.97,2,2.10,2.08946e+07,8760833,0.41929,8.58834e-05,1
ff,-40,2.97,2,2.40,2.35407e+07,8925667,0.37916,9.35331e-05,1
ff,-40,2.97,2,2.70,2.625e+07,9031000,0.34404,0.000102732,1
ff,-40,2.97,3,0.90,1.76996e+07,1.280733e+07,0.72359,7.11862e-05,1
ff,-40,2.97,3,1.20,2.15418e+07,1.32195e+07,0.61367,8.25323e-05,1
ff,-40,2.97,3,1.50,2.56313e+07,1.389517e+07,0.54212,9.28519e-05,1
ff,-40,2.97,3,1.80,2.98789e+07,1.420017e+07,0.47526,0.000104445,1
ff,-40,2.97,3,2.10,3.41514e+07,1.465333e+07,0.42907,0.000115428,1
ff,-40,2.97,3,2.40,3.86709e+07,1.487567e+07,0.38467,0.000126817,1
ff,-40,2.97,3,2.70,4.30768e+07,1.468633e+07,0.34093,0.000137819,1
ff,-40,2.97,4,0.90,2.94052e+07,2.172633e+07,0.73886,8.00285e-05,1
ff,-40,2.97,4,1.20,3.59231e+07,2.248817e+07,0.62601,9.13757e-05,1
ff,-40,2.97,4,1.50,4.28981e+07,2.361217e+07,0.55042,0.000103952,1
ff,-40,2.97,4,1.80,5.00904e+07,2.4488e+07,0.48888,0.000116795,1
ff,-40,2.97,4,2.10,5.75909e+07,2.541917e+07,0.44137,0.00013047,1
ff,-40,2.97,4,2.40,6.53419e+07,2.573933e+07,0.39392,0.000143439,1
ff,-40,2.97,4,2.70,7.30345e+07,2.5642e+07,0.35109,0.000157181,1
ff,-40,2.97,5,0.90,4.84333e+07,3.684333e+07,0.7607,0.000107803,1
ff,-40,2.97,5,1.20,5.94863e+07,3.809217e+07,0.64035,0.000125158,1
ff,-40,2.97,5,1.50,7.12886e+07,4.050883e+07,0.56824,0.000144256,1
ff,-40,2.97,5,1.80,8.37916e+07,4.221617e+07,0.50382,0.000163126,1
ff,-40,2.97,5,2.10,9.66183e+07,4.359567e+07,0.45122,0.000184441,1
ff,-40,2.97,5,2.40,1.09949e+08,4.551283e+07,0.41394,0.000202754,1
ff,-40,2.97,5,2.70,1.23926e+08,4.659e+07,0.37595,0.000225034,1
ff,-40,2.97,6,0.90,8.46632e+07,6.667933e+07,0.78758,0.000152523,1
ff,-40,2.97,6,1.20,1.04667e+08,6.918467e+07,0.661,0.000179653,1
ff,-40,2.97,6,1.50,1.26174e+08,7.402667e+07,0.5867,0.000206951,1
ff,-40,2.97,6,1.80,1.49083e+08,7.789833e+07,0.52252,0.000237086,1
ff,-40,2.97,6,2.10,1.72913e+08,8.093e+07,0.46804,0.000265944,1
ff,-40,2.97,6,2.40,1.97641e+08,8.408333e+07,0.42543,0.000298528,1
ff,-40,2.97,6,2.70,2.23363e+08,8.574e+07,0.38386,0.000329219,0
ff,-40,2.97,7,0.90,1.43658e+08,1.1801e+08,0.82146,0.000224235,1
ff,-40,2.97,7,1.20,1.79061e+08,1.229867e+08,0.68684,0.000267256,1
ff,-40,2.97,7,1.50,2.1745e+08,1.32035e+08,0.6072,0.000312105,0
ff,-40,2.97,7,1.80,2.58282e+08,1.380717e+08,0.53458,0.000358964,0
ff,-40,2.97,7,2.10,3.00293e+08,1.4242e+08,0.47427,0.00040524,0
ff,-40,2.97,7,2.40,3.43734e+08,1.45545e+08,0.42342,0.000453426,0
ff,-40,2.97,7,2.70,3.8762e+08,1.462867e+08,0.3774,0.000500943,0
ff,-40,3.30,0,0.90,3734600,2588300,0.69306,4.92443e-05,0
ff,-40,3.30,0,1.20,4511090,2622550,0.58136,5.299e-05,0
ff,-40,3.30,0,1.50,5308130,2698033,0.50828,5.69383e-05,0
ff,-40,3.30,0,1.80,6129910,2760167,0.45028,6.18839e-05,0
ff,-40,3.30,0,2.10,6964230,2792650,0.401,6.78248e-05,0
ff,-40,3.30,0,2.40,7805500,2829383,0.36249,7.15102e-05,0
ff,-40,3.30,0,2.70,8661860,2854533,0.32955,7.75521e-05,0
ff,-40,3.30,1,0.90,5953080,4134467,0.69451,5.60901e-05,0
ff,-40,3.30,1,1.20,7193420,4207233,0.58487,6.26792e-05,0
ff,-40,3.30,1,1.50,8477420,4370617,0.51556,6.87693e-05,0
ff,-40,3.30,1,1.80,9815790,4426467,0.45095,7.46548e-05,0
ff,-40,3.30,1,2.10,1.11333e+07,4491183,0.4034,8.28878e-05,1
ff,-40,3.30,1,2.40,1.25105e+07,4562833,0.36472,8.91001e-05,1
ff,-40,3.30,1,2.70,1.3871e+07,4535000,0.32694,9.41224e-05,1
ff,-40,3.30,2,0.90,9971350,6894833,0.69146,6.28962e-05,0
ff,-40,3.30,2,1.20,1.20398e+07,7069583,0.58718,7.00088e-05,1
ff,-40,3.30,2,1.50,1.42131e+07,7300167,0.51362,7.85444e-05,1
ff,-40,3.30,2,1.80,1.64199e+07,7517667,0.45784,8.65915e-05,1
ff,-40,3.30,2,2.10,1.87237e+07,7660833,0.40915,9.47719e-05,1
ff,-40,3.30,2,2.40,2.10164e+07,7721833,0.36742,0.000101197,1
ff,-40,3.30,2,2.70,2.33568e+07,7801333,0.33401,0.000111379,1
ff,-40,3.30,3,0.90,1.5944e+07,1.1268e+07,0.70672,8.01699e-05,1
ff,-40,3.30,3,1.20,1.93244e+07,1.150567e+07,0.5954,8.96777e-05,1
ff,-40,3.30,3,1.50,2.28474e+07,1.1967e+07,0.52378,0.00010251,1
ff,-40,3.30,3,1.80,2.65046e+07,1.23725e+07,0.46681,0.000112743,1
ff,-40,3.30,3,2.10,3.02709e+07,1.258333e+07,0.41569,0.000122592,1
ff,-40,3.30,3,2.40,3.40546e+07,1.254367e+07,0.36834,0.000138439,1
ff,-40,3.30,3,2.70,3.77971e+07,1.2475e+07,0.33005,0.000145388,1
ff,-40,3.30,4,0.90,2.63762e+07,1.8899e+07,0.71652,8.76273e-05,1
ff,-40,3.30,4,1.20,3.20459e+07,1.938917e+07,0.60504,0.000101612,1
ff,-40,3.30,4,1.50,3.80097e+07,2.026367e+07,0.53312,0.000112676,1
ff,-40,3.30,4,1.80,4.42041e+07,2.087767e+07,0.4723,0.000126535,1
ff,-40,3.30,4,2.10,5.05363e+07,2.144417e+07,0.42433,0.000138562,1
ff,-40,3.30,4,2.40,5.70706e+07,2.20015e+07,0.38551,0.000153013,1
ff,-40,3.30,4,2.70,6.37372e+07,2.2222e+07,0.34865,0.000166701,1
ff,-40,3.30,5,0.90,4.28648e+07,3.132367e+07,0.73075,0.000116541,1
ff,-40,3.30,5,1.20,5.22619e+07,3.24395e+07,0.62071,0.000135788,1
ff,-40,3.30,5,1.50,6.23285e+07,3.416433e+07,0.54813,0.000156665,1
ff,-40,3.30,5,1.80,7.27605e+07,3.550517e+07,0.48797,0.000174975,1
ff,-40,3.30,5,2.10,8.36316e+07,3.6757e+07,0.43951,0.000196597,1
ff,-40,3.30,5,2.40,9.48147e+07,3.760567e+07,0.39662,0.00021717,1
ff,-40,3.30,5,2.70,1.06195e+08,3.793433e+07,0.35721,0.000237867,1
ff,-40,3.30,6,0.90,7.40637e+07,5.613767e+07,0.75796,0.000163043,1
ff,-40,3.30,6,1.20,9.0905e+07,5.801217e+07,0.63816,0.000192281,1
ff,-40,3.30,6,1.50,1.08871e+08,6.147833e+07,0.56469,0.000223318,1
ff,-40,3.30,6,1.80,1.27792e+08,6.485e+07,0.50747,0.000251677,1
ff,-40,3.30,6,2.10,1.47781e+08,6.741e+07,0.45615,0.00028159,1
ff,-40,3.30,6,2.40,1.68238e+08,6.97e+07,0.41429,0.000313923,1
ff,-40,3.30,6,2.70,1.89601e+08,7.121e+07,0.37558,0.000344909,1
ff,-40,3.30,7,0.90,1.2366e+08,9.764333e+07,0.78961,0.000240081,1
ff,-40,3.30,7,1.20,1.52953e+08,1.0182e+08,0.66569,0.000281735,1
ff,-40,3.30,7,1.50,1.84752e+08,1.0928e+08,0.5915,0.00032819,1
ff,-40,3.30,7,1.80,2.18521e+08,1.150183e+08,0.52635,0.000375076,0
ff,-40,3.30,7,2.10,2.53763e+08,1.206017e+08,0.47525,0.000424147,0
ff,-40,3.30,7,2.40,2.90882e+08,1.246983e+08,0.42869,0.00047225,0
ff,-40,3.30,7,2.70,3.28582e+08,1.256667e+08,0.38245,0.000522891,0
ff,-40,3.63,0,0.90,3540440,2369033,0.66914,5.72709e-05,0
ff,-40,3.63,0,1.20,4251150,2417933,0.56877,6.21566e-05,0
ff,-40,3.63,0,1.50,4991200,2486200,0.49812,6.69287e-05,0
ff,-40,3.63,0,1.80,5742870,2507783,0.43668,6.96094e-05,0
ff,-40,3.63,0,2.10,6495870,2531567,0.38972,7.58263e-05,0
ff,-40,3.63,0,2.40,7261810,2521250,0.34719,8.20081e-05,0
ff,-40,3.63,0,2.70,8008620,2489367,0.31084,8.31306e-05,0
ff,-40,3.63,1,0.90,5592820,3774967,0.67497,6.56626e-05,0
ff,-40,3.63,1,1.20,6725310,3833317,0.56998,7.01338e-05,0
ff,-40,3.63,1,1.50,7892810,3943100,0.49958,7.69631e-05,0
ff,-40,3.63,1,1.80,9091170,4027483,0.44301,8.32043e-05,0
ff,-40,3.63,1,2.10,1.03093e+07,4052383,0.39308,9.23106e-05,1
ff,-40,3.63,1,2.40,1.15226e+07,4064333,0.35273,9.69827e-05,1
ff,-40,3.63,1,2.70,1.27479e+07,4084333,0.32039,0.000103799,1
ff,-40,3.63,2,0.90,9321590,6246700,0.67013,7.13881e-05,0
ff,-40,3.63,2,1.20,1.11956e+07,6401017,0.57174,7.98543e-05,1
ff,-40,3.63,2,1.50,1.31622e+07,6649500,0.5052,8.62318e-05,1
ff,-40,3.63,2,1.80,1.51853e+07,6755167,0.44485,9.54231e-05,1
ff,-40,3.63,2,2.10,1.72153e+07,6788000,0.3943,0.000100589,1
ff,-40,3.63,2,2.40,1.92581e+07,6868833,0.35667,0.000110156,1
ff,-40,3.63,2,2.70,2.13366e+07,6928333,0.32472,0.000118813,1
ff,-40,3.63,3,0.90,1.47759e+07,1.010433e+07,0.68384,8.92443e-05,1
ff,-40,3.63,3,1.20,1.78072e+07,1.032417e+07,0.57977,9.9007e-05,1
ff,-40,3.63,3,1.50,2.09704e+07,1.065067e+07,0.50789,0.000112289,1
ff,-40,3.63,3,1.80,2.41976e+07,1.084733e+07,0.44828,0.000123201,1
ff,-40,3.63,3,2.10,2.74788e+07,1.117767e+07,0.40677,0.000135676,1
ff,-40,3.63,3,2.40,3.09042e+07,1.141433e+07,0.36935,0.000148909,1
ff,-40,3.63,3,2.70,3.43274e+07,1.141067e+07,0.33241,0.000160396,1
ff,-40,3.63,4,0.90,2.43782e+07,1.688867e+07,0.69278,9.89304e-05,1
ff,-40,3.63,4,1.20,2.94448e+07,1.728567e+07,0.58705,0.000112498,1
ff,-40,3.63,4,1.50,3.47496e+07,1.800867e+07,0.51824,0.00012353,1
ff,-40,3.63,4,1.80,4.025e+07,1.8357e+07,0.45607,0.000139551,1
ff,-40,3.63,4,2.10,4.57638e+07,1.889917e+07,0.41297,0.000150412,1
ff,-40,3.63,4,2.40,5.15895e+07,1.944567e+07,0.37693,0.000167276,1
ff,-40,3.63,4,2.70,5.74312e+07,1.947233e+07,0.33905,0.000180061,1
ff,-40,3.63,5,0.90,3.91542e+07,2.772067e+07,0.70799,0.000129071,1
ff,-40,3.63,5,1.20,4.74704e+07,2.86095e+07,0.60268,0.000147249,1
ff,-40,3.63,5,1.50,5.63199e+07,2.993667e+07,0.53155,0.00016885,1
ff,-40,3.63,5,1.80,6.54324e+07,3.087517e+07,0.47186,0.000190709,1
ff,-40,3.63,5,2.10,7.4845e+07,3.192867e+07,0.4266,0.000210687,1
ff,-40,3.63,5,2.40,8.45896e+07,3.25165e+07,0.3844,0.000231788,1
ff,-40,3.63,5,2.70,9.43549e+07,3.2551e+07,0.34498,0.000254907,1
ff,-40,3.63,6,0.90,6.70946e+07,4.893033e+07,0.72927,0.000178269,1
ff,-40,3.63,6,1.20,8.17737e+07,5.0517e+07,0.61777,0.000206716,1
ff,-40,3.63,6,1.50,9.74048e+07,5.32255e+07,0.54644,0.000237042,1
ff,-40,3.63,6,1.80,1.13709e+08,5.561033e+07,0.48906,0.000267186,1
ff,-40,3.63,6,2.10,1.30771e+08,5.749167e+07,0.43964,0.000299497,1
ff,-40,3.63,6,2.40,1.48204e+08,5.9305e+07,0.40016,0.000332769,1
ff,-40,3.63,6,2.70,1.66354e+08,6.05e+07,0.36368,0.000363709,1
ff,-40,3.63,7,0.90,1.10467e+08,8.391e+07,0.75959,0.000255378,1
ff,-40,3.63,7,1.20,1.3564e+08,8.725667e+07,0.6433,0.000302021,1
ff,-40,3.63,7,1.50,1.62821e+08,9.261333e+07,0.5688,0.000346574,1
ff,-40,3.63,7,1.80,1.91208e+08,9.754833e+07,0.51017,0.000395839,1
ff,-40,3.63,7,2.10,2.2135e+08,1.0199e+08,0.46076,0.000446519,0
ff,-40,3.63,7,2.40,2.52402e+08,1.062683e+08,0.42103,0.000495482,0
ff,-40,3.63,7,2.70,2.85111e+08,1.0903e+08,0.38241,0.000547211,0
ff,27,2.97,0,0.90,4242720,3003033,0.70781,4.99123e-05,0
ff,27,2.97,0,1.20,5143630,3061717,0.59524,5.50103e-05,0
ff,27,2.97,0,1.50,6079750,3181717,0.52333,5.86561e-05,0
ff,27,2.97,0,1.80,7052660,3280450,0.46514,6.39355e-05,0
ff,27,2.97,0,2.10,8048020,3300750,0.41013,6.98294e-05,0
ff,27,2.97,0,2.40,9033110,3323967,0.36798,7.49339e-05,0
ff,27,2.97,0,2.70,1.00424e+07,3364300,0.33501,8.01818e-05,1
ff,27,2.97,1,0.90,6856740,4893467,0.71367,5.76417e-05,0
ff,27,2.97,1,1.20,8324780,5000967,0.60073,6.43535e-05,0
ff,27,2.97,1,1.50,9857320,5200200,0.52755,7.19701e-05,0
ff,27,2.97,1,1.80,1.14449e+07,5326133,0.46537,7.77913e-05,1
ff,27,2.97,1,2.10,1.3053e+07,5455167,0.41792,8.56103e-05,1
ff,27,2.97,1,2.40,1.4718e+07,5531667,0.37584,9.22876e-05,1
ff,27,2.97,1,2.70,1.6372e+07,5513333,0.33675,9.91987e-05,1
ff,27,2.97,2,0.90,1.14452e+07,8200667,0.71652,6.51544e-05,1
ff,27,2.97,2,1.20,1.39054e+07,8455667,0.60809,7.36927e-05,1
ff,27,2.97,2,1.50,1.65186e+07,8820500,0.53397,8.14303e-05,1
ff,27,2.97,2,1.80,1.91977e+07,9087000,0.47334,8.90543e-05,1
ff,27,2.97,2,2.10,2.19708e+07,9277500,0.42227,0.000100009,1
ff,27,2.97,2,2.40,2.47642e+07,9448500,0.38154,0.000106693,1
ff,27,2.97,2,2.70,2.76399e+07,9585667,0.34681,0.000116731,1
ff,27,2.97,3,0.90,1.86563e+07,1.364367e+07,0.73132,8.27893e-05,1
ff,27,2.97,3,1.20,2.27494e+07,1.405967e+07,0.61802,9.34184e-05,1
ff,27,2.97,3,1.50,2.70921e+07,1.46945e+07,0.54239,0.000108206,1
ff,27,2.97,3,1.80,3.15661e+07,1.51685e+07,0.48053,0.000118958,1
ff,27,2.97,3,2.10,3.61932e+07,1.577983e+07,0.43599,0.00013306,1
ff,27,2.97,3,2.40,4.1034e+07,1.603667e+07,0.39081,0.000143914,1
ff,27,2.97,3,2.70,4.58152e+07,1.593733e+07,0.34786,0.000157834,1
ff,27,2.97,4,0.90,3.18286e+07,2.380833e+07,0.74802,9.15926e-05,1
ff,27,2.97,4,1.20,3.89711e+07,2.4515e+07,0.62906,0.000104953,1
ff,27,2.97,4,1.50,4.65376e+07,2.586883e+07,0.55587,0.000119492,1
ff,27,2.97,4,1.80,5.44924e+07,2.685467e+07,0.49281,0.000134526,1
ff,27,2.97,4,2.10,6.26504e+07,2.772483e+07,0.44253,0.000147332,1
ff,27,2.97,4,2.40,7.11273e+07,2.8632e+07,0.40255,0.000161552,1
ff,27,2.97,4,2.70,7.98296e+07,2.900767e+07,0.36337,0.0001787,1
ff,27,2.97,5,0.90,5.28673e+07,4.066267e+07,0.76915,0.000123455,1
ff,27,2.97,5,1.20,6.50661e+07,4.221267e+07,0.64877,0.00014418,1
ff,27,2.97,5,1.50,7.81949e+07,4.486583e+07,0.57377,0.000163896,1
ff,27,2.97,5,1.80,9.19856e+07,4.704017e+07,0.51139,0.000186949,1
ff,27,2.97,5,2.10,1.06419e+08,4.921567e+07,0.46247,0.000209063,1
ff,27,2.97,5,2.40,1.21515e+08,5.096667e+07,0.41943,0.0002328,1
ff,27,2.97,5,2.70,1.36999e+08,5.161333e+07,0.37674,0.000254749,1
ff,27,2.97,6,0.90,9.20247e+07,7.400767e+07,0.80422,0.000170952,1
ff,27,2.97,6,1.20,1.14227e+08,7.708717e+07,0.67486,0.000203483,1
ff,27,2.97,6,1.50,1.38277e+08,8.264833e+07,0.5977,0.000235587,1
ff,27,2.97,6,1.80,1.63816e+08,8.7215e+07,0.5324,0.000269483,1
ff,27,2.97,6,2.10,1.90606e+08,9.0835e+07,0.47656,0.000303651,1
ff,27,2.97,6,2.40,2.18317e+08,9.4095e+07,0.431,0.000336358,0
ff,27,2.97,6,2.70,2.47063e+08,9.582e+07,0.38784,0.000370911,0
ff,27,2.97,7,0.90,1.58564e+08,1.328967e+08,0.83813,0.000254976,1
ff,27,2.97,7,1.20,1.98433e+08,1.38265e+08,0.69678,0.000302777,1
ff,27,2.97,7,1.50,2.41523e+08,1.470833e+08,0.60898,0.00035469,0
ff,27,2.97,7,1.80,2.86683e+08,1.526283e+08,0.53239,0.000406852,0
ff,27,2.97,7,2.10,3.331e+08,1.560017e+08,0.46833,0.000459281,0
ff,27,2.97,7,2.40,3.80284e+08,1.571333e+08,0.4132,0.000511067,0
ff,27,2.97,7,2.70,4.2738e+08,1.569867e+08,0.36732,0.000561152,0
ff,27,3.30,0,0.90,3904640,2702367,0.69209,5.48447e-05,0
ff,27,3.30,0,1.20,4715350,2754683,0.58419,6.10545e-05,0
ff,27,3.30,0,1.50,5557450,2826467,0.50859,6.6523e-05,0
ff,27,3.30,0,1.80,6411230,2893050,0.45125,7.09713e-05,0
ff,27,3.30,0,2.10,7293280,2960067,0.40586,7.5059e-05,0
ff,27,3.30,0,2.40,8187270,2989950,0.36519,8.19921e-05,0
ff,27,3.30,0,2.70,9087250,2999933,0.33013,8.61297e-05,0
ff,27,3.30,1,0.90,6258160,4354333,0.69578,6.45361e-05,0
ff,27,3.30,1,1.20,7564460,4434900,0.58628,6.97656e-05,0
ff,27,3.30,1,1.50,8919100,4590067,0.51463,7.94543e-05,0
ff,27,3.30,1,1.80,1.03185e+07,4691000,0.45462,8.44074e-05,1
ff,27,3.30,1,2.10,1.17337e+07,4757333,0.40544,9.20569e-05,1
ff,27,3.30,1,2.40,1.31729e+07,4863500,0.3692,9.91437e-05,1
ff,27,3.30,1,2.70,1.46518e+07,4929667,0.33645,0.000108485,1
ff,27,3.30,2,0.90,1.03839e+07,7311000,0.70407,7.17575e-05,1
ff,27,3.30,2,1.20,1.25772e+07,7439333,0.59149,7.88574e-05,1
ff,27,3.30,2,1.50,1.48475e+07,7704167,0.51889,8.76027e-05,1
ff,27,3.30,2,1.80,1.71997e+07,7912333,0.46003,9.62403e-05,1
ff,27,3.30,2,2.10,1.95949e+07,8106333,0.4137,0.000106264,1
ff,27,3.30,2,2.40,2.20635e+07,8221167,0.37261,0.000116054,1
ff,27,3.30,2,2.70,2.45276e+07,8213667,0.33487,0.000124896,1
ff,27,3.30,3,0.90,1.67718e+07,1.191367e+07,0.71034,9.03904e-05,1
ff,27,3.30,3,1.20,2.03459e+07,1.2238e+07,0.6015,0.000100485,1
ff,27,3.30,3,1.50,2.41146e+07,1.274267e+07,0.52842,0.000115491,1
ff,27,3.30,3,1.80,2.79915e+07,1.312383e+07,0.46885,0.000126322,1
ff,27,3.30,3,2.10,3.19889e+07,1.345517e+07,0.42062,0.000138834,1
ff,27,3.30,3,2.40,3.60646e+07,1.381633e+07,0.3831,0.000152476,1
ff,27,3.30,3,2.70,4.02787e+07,1.4047e+07,0.34875,0.000164959,1
ff,27,3.30,4,0.90,2.84629e+07,2.0561e+07,0.72238,9.95424e-05,1
ff,27,3.30,4,1.20,3.46312e+07,2.115833e+07,0.61096,0.000112449,1
ff,27,3.30,4,1.50,4.11579e+07,2.225467e+07,0.54071,0.000128502,1
ff,27,3.30,4,1.80,4.7984e+07,2.301017e+07,0.47954,0.000142695,1
ff,27,3.30,4,2.10,5.4964e+07,2.353483e+07,0.42819,0.000157399,1
ff,27,3.30,4,2.40,6.21049e+07,2.413567e+07,0.38863,0.000174289,1
ff,27,3.30,4,2.70,6.94454e+07,2.446833e+07,0.35234,0.000189999,1
ff,27,3.30,5,0.90,4.66474e+07,3.4804e+07,0.74611,0.000133439,1
ff,27,3.30,5,1.20,5.70886e+07,3.59065e+07,0.62896,0.000152494,1
ff,27,3.30,5,1.50,6.81913e+07,3.79665e+07,0.55676,0.000177339,1
ff,27,3.30,5,1.80,7.98685e+07,3.958583e+07,0.49564,0.000197187,1
ff,27,3.30,5,2.10,9.19428e+07,4.08325e+07,0.44411,0.000219611,1
ff,27,3.30,5,2.40,1.04368e+08,4.2152e+07,0.40388,0.000242569,1
ff,27,3.30,5,2.70,1.17234e+08,4.288667e+07,0.36582,0.000265363,1
ff,27,3.30,6,0.90,8.03492e+07,6.225033e+07,0.77475,0.000183126,1
ff,27,3.30,6,1.20,9.90243e+07,6.448133e+07,0.65117,0.00021527,1
ff,27,3.30,6,1.50,1.19038e+08,6.871117e+07,0.57722,0.000247786,1
ff,27,3.30,6,1.80,1.40251e+08,7.2655e+07,0.51804,0.000280676,1
ff,27,3.30,6,2.10,1.62631e+08,7.5795e+07,0.46606,0.000316334,1
ff,27,3.30,6,2.40,1.85728e+08,7.837333e+07,0.42198,0.000350886,1
ff,27,3.30,6,2.70,2.09655e+08,7.975667e+07,0.38042,0.000385804,0
ff,27,3.30,7,0.90,1.36261e+08,1.106333e+08,0.81192,0.000266758,1
ff,27,3.30,7,1.20,1.69451e+08,1.154183e+08,0.68113,0.000316404,1
ff,27,3.30,7,1.50,2.05512e+08,1.241533e+08,0.60412,0.000373082,0
ff,27,3.30,7,1.80,2.43943e+08,1.307e+08,0.53578,0.000424018,0
ff,27,3.30,7,2.10,2.83932e+08,1.357867e+08,0.47824,0.00047646,0
ff,27,3.30,7,2.40,3.25415e+08,1.397233e+08,0.42937,0.0005312,0
ff,27,3.30,7,2.70,3.67766e+08,1.4117e+08,0.38386,0.000586266,0
ff,27,3.63,0,0.90,3692480,2487967,0.67379,6.35777e-05,0
ff,27,3.63,0,1.20,4438870,2515733,0.56675,6.64607e-05,0
ff,27,3.63,0,1.50,5201920,2589483,0.49779,7.28791e-05,0
ff,27,3.63,0,1.80,5992560,2656383,0.44328,7.89123e-05,0
ff,27,3.63,0,2.10,6795750,2659650,0.39137,8.56859e-05,0
ff,27,3.63,0,2.40,7588350,2670950,0.35198,8.88176e-05,0
ff,27,3.63,0,2.70,8398320,2699900,0.32148,9.45483e-05,0
ff,27,3.63,1,0.90,5862960,3936233,0.67137,7.16621e-05,0
ff,27,3.63,1,1.20,7043830,4038317,0.57331,7.98464e-05,0
ff,27,3.63,1,1.50,8285950,4168100,0.50303,8.24423e-05,0
ff,27,3.63,1,1.80,9544690,4257417,0.44605,9.23532e-05,0
ff,27,3.63,1,2.10,1.08404e+07,4288017,0.39556,9.91672e-05,1
ff,27,3.63,1,2.40,1.21175e+07,4345000,0.35857,0.00010875,1
ff,27,3.63,1,2.70,1.34474e+07,4433000,0.32965,0.000114597,1
ff,27,3.63,2,0.90,9669820,6606267,0.68318,7.86925e-05,0
ff,27,3.63,2,1.20,1.16517e+07,6765133,0.58061,8.76852e-05,1
ff,27,3.63,2,1.50,1.37289e+07,6963500,0.50721,9.692e-05,1
ff,27,3.63,2,1.80,1.58298e+07,7046500,0.44514,0.000105213,1
